,guuid,source,sampleid,plate_code
711,53ac6f16-621a-4500-b073-4db67dc4bd27,OXFORD,M68961,OX319_Ecol
712,53d4ecec-6df5-48ef-9d1e-027a0561f97c,OXFORD,L27877,OX300_Ecol
713,53e10cb0-123a-476f-af61-26e075b3bf3d,HICF,HICF243_I1_E1,362_Mixd_batch35
714,53e57e10-dfd0-4270-8a94-f68435a75346,OXFORD,L6012,OX291_Ecol
715,53f028e7-6402-4848-8730-7e6d32d71efe,HICF,HICF906,OX59_MIXED
718,542661e0-0df0-4a9e-b6e4-5ee40d3488cc,OXFORD,F29695,OX291_Ecol
719,54688913-b49e-4e0e-bffc-b7d97dd62ebb,OXFORD,L20473,OX291_Ecol
722,54e40c4c-5b3c-496b-8a4d-1b1d6950e79b,HICF,HICF39_I1_E1,361_Ecol_batch15
723,55163f90-c3a7-497c-86cc-eca1fa4d164d,OXFORD,L41584,OX299_Ecol
725,5567a51f-86c1-4c22-bd5d-ccf7830b0bc4,APHA,MSG01-C02,OX404_Ecol
727,559f78ea-6adc-45ef-9006-b54e93b976cf,APHA,MSG30-C11,OX407_Ecol
728,55bb2a20-92ff-4456-85fb-9aa53bc89fc0,OXFORD,L31644,OX290_Ecol
729,55d139f4-3044-464d-9367-a347dcc49174,HICF,HICF26_I1_E1,307_Mixd_batch32
732,5630e559-1bf2-4b8f-ab77-7cbed66e1ec6,APHA,MSG47-C13,OX410_Ecol
733,56442dbd-803d-4c4b-9673-db40c26a3650,HICF,HICF61_I1_E1,361_Ecol_batch15
734,56602d00-e08c-4f23-af68-6883021c3151,APHA,MSG46-C07,OX410_Ecol
735,5664f83e-05e4-4361-86a6-a8147fdc1177,HICF,HICF172_I1_E1,361_Ecol_batch15
736,566b9360-c8ba-4f91-89e2-129692825305,OXFORD,L56261,OX1364_Ecol_Oxf_BLC
737,568a0499-9287-4060-b3a8-a0f902296cd3,OXFORD,L16837,OX319_Ecol
738,56a35fef-0907-44c3-b1d8-beed9a237393,OXFORD,L39066,OX274_Ecol
739,56b58a1f-40b3-4458-9f49-10adbe948a12,OXFORD,L39318,OX299_Ecol
740,56cd6b5b-3eac-43fc-b852-d766bcba96fe,OXFORD,M62731,OX320_Kpne
741,56ed3571-2538-4ab1-9837-8fef76bbad78,OXFORD,L8263,OX1365_Ecol_Oxf_BLC
742,56f1cafd-560a-4acd-be42-36168f664de1,OXFORD,L93367,OX280_Ecol
743,5717aaf3-b933-49e3-bf77-81f279b84c55,OXFORD,L64502,OX289_Ecol
744,57391963-c2ac-4164-bc1b-eecd6c763d91,APHA,MSG33-C18,OX1173_ECOL_APHA_Molsig
745,574849bf-e308-41cd-8cd5-08b013eb3d3a,OXFORD,L16391,OX291_Ecol
746,5774b8f7-1ec2-48ff-93b5-cb0d935035ea,APHA,MSG56-C18,OX1173_ECOL_APHA_Molsig
748,57bb7ef8-7603-49c4-97e1-8224b6e757a4,HICF,HICF613,OX32_Ecol
749,583b6327-6edd-490b-85d3-aa11b2e43035,OXFORD,L87642,OX1364_Ecol_Oxf_BLC
750,5844137b-d477-45d6-9c33-bac53c80894f,HICF,HICF848,OX58_MIXED
751,5847c39c-7f81-4493-82b6-4e4cb5a33cb8,OXFORD,L31644,OX299_Ecol
752,5866ad4f-77d3-42ce-8404-0dfb4f16dc3f,HICF,HICF894,OX59_MIXED
754,5884f4d7-3dd1-42c9-9b18-8fca7b98df5a,OXFORD,H21190,OX300_Ecol
755,5885fd12-6f0a-4c5f-88c9-9db891bd3b67,OXFORD,L35109,OX274_Ecol
757,58aa82db-e331-4f14-b4df-89b7044372f0,OXFORD,L3491,OX290_Ecol
758,58af8ebb-e11a-40e1-a251-9c5708e7c4ed,OXFORD,L7363,OX1365_Ecol_Oxf_BLC
759,58b0b1ce-52ab-4034-8cee-27cee48a2250,OXFORD,L17514,OX300_Ecol
760,58b320ca-df32-461f-acab-5feb347ae521,HICF,HICF546_I1_E1,375_Mixd_batch37
761,58bdbe28-3b75-4806-885c-821106a33096,OXFORD,F25637,OX291_Ecol
762,58ef07cd-82b3-4229-9dab-519b6b20da7b,OXFORD,L13476,OX319_Ecol
764,5911416a-0c8b-4954-9e8a-30dfdd60485a,OXFORD,L50584,OX290_Ecol
765,59237390-b10d-40c5-8892-3f19594a7b7d,HICF,HICF74_I1_E1,361_Ecol_batch15
766,593680cd-7c62-4a69-8bda-6cf788c3da68,APHA,MSG13-C18,OX404_Ecol
768,5948f1e6-d142-4c83-a0d5-51cedd58e4cd,APHA,MSG14-C09,OX405_Ecol
769,5955c9f3-c3c9-413f-ba79-7c6a60e1fef3,OXFORD,L34702,OX1366_Ecol_Oxf_BLC
770,595aba1c-10aa-4334-aacc-923e4b7e7e4b,HICF,HICF200_I1_E1,362_Mixd_batch35
772,598b60c8-9dff-4fd3-94d3-922e8410c827,OXFORD,L70273,OX1364_Ecol_Oxf_BLC
774,59c05bfe-0a08-4bed-9794-94914f4f87ff,APHA,MSG37-C09,OX408_Ecol
775,59c936e3-a856-4ca1-a9ec-214622fa39ae,OXFORD,L51060,OX1373_Ecol_Oxf_BLC
776,59e792c9-73db-426e-9ee0-fc63ccc700af,HICF,HICF588_I1_E1,375_Mixd_batch37
777,5a0c6b48-e1c6-4f8e-b5e8-f656b7d60a55,APHA,MSG50-C13,OX410_Ecol
779,5a2199fe-d9af-4314-9cca-b9d3a8379b78,APHA,MSG24-C16,OX406_Ecol
781,5a45cb93-428a-4eb2-a726-166000de110c,OXFORD,L24430,OX1366_Ecol_Oxf_BLC
782,5a6686ff-b54a-4e3e-9fd3-0dbc777c027e,OXFORD,L44816,OX1366_Ecol_Oxf_BLC
783,5a9142e1-e125-4387-8866-eb92a7376793,OXFORD,L83928,OX1364_Ecol_Oxf_BLC
785,5aaf4d16-c69e-4b47-8164-f26e8440470a,OXFORD,L78617,OX1364_Ecol_Oxf_BLC
786,5abd5e16-bba0-40c5-a3b1-7cd9bc59ff79,APHA,MSG27-C10,OX406_Ecol
788,5b154049-20f0-4fa8-a35e-1d5bc9e56a2e,HICF,HICF90_I1_E1,361_Ecol_batch15
790,5b26f432-8f2e-454b-b9e6-639692cd6443,HICF,HICF884,OX59_MIXED
791,5ba81d16-bfd2-4c25-9e13-cd3f88980390,HICF,HICF140_I1_E1,361_Ecol_batch15
792,5bb714fc-c599-4f7e-9f2f-e981aa4af658,OXFORD,L35751,OX1366_Ecol_Oxf_BLC
793,5bda916b-2486-4fea-85c7-52b6efeee242,HICF,HICF69_I1_E1,374_Mixd_batch36
794,5c0262e5-e028-4b0f-8e99-067c572fea38,OXFORD,L82667,OX280_Ecol
796,5c09b358-2de9-4a99-b7e7-8b3f4aa24f8a,OXFORD,L39021,OX1366_Ecol_Oxf_BLC
797,5c2a87cb-7b72-439f-bef0-272eefb12c5a,OXFORD,L64466,OX289_Ecol
798,5c407b8e-9c0a-48a8-ba49-df6597592945,OXFORD,L13244,OX319_Ecol
799,5c5a5e4a-2b29-4630-9852-05c5ef456656,OXFORD,L76915,OX1364_Ecol_Oxf_BLC
800,5c6b6f2e-6256-4ec9-8f89-e1e65c6437dc,APHA,MSG11-C12,OX404_Ecol
801,5c6eee0b-60c4-43c2-a897-2978e34c7299,HICF,HICF870,OX58_MIXED
802,5c771cc5-8ec6-4f6c-bca7-da2db6c56801,OXFORD,L87999,OX280_Ecol
803,5c824886-9651-4f95-94f7-9572d674e827,OXFORD,L89278,OX280_Ecol
804,5c8fd344-30a8-4bc4-8261-0c42312a2422,APHA,MSG07-C02,OX404_Ecol
805,5c952a1a-acde-46ef-99fb-58c2c4ffbd2f,OXFORD,L45729,OX290_Ecol
806,5c986c71-8641-4a65-84c3-e7dc21a5b71c,HICF,HICF76_I1_E1,361_Ecol_batch15
807,5cc76a1f-ce1e-4c2c-83c6-953a9355db6f,OXFORD,L70269,OX289_Ecol
808,5cce4d51-cc85-41ab-ac33-395ed0413268,HICF,HICF77_I1_E1,374_Mixd_batch36
809,5d253cf9-8064-4d7e-b8f3-6d8e8cff0dc9,OXFORD,L15589,OX274_Ecol
810,5d35f47d-32f6-4275-8677-a248f0bee188,APHA,MSG34-C10,OX407_Ecol
811,5d47cbbb-621e-4070-88d2-593debc26a56,APHA,MSG18-C08,OX405_Ecol
812,5da8d162-86a6-41fc-9079-049b09431a9c,OXFORD,L36923,OX274_Ecol
814,5e3c3d86-7429-4e0d-be4c-cc2aad74eec0,APHA,MSG16-C14,OX1179_ECOL_APHA_Molsig
815,5e63a6d4-2ba6-4778-91e4-64a1c427d9df,APHA,MSG28-C09,OX407_Ecol
816,5e9bafd6-1cac-462a-b5e0-6f0aff27ce6e,OXFORD,L25216,OX300_Ecol
817,5ed442e2-f542-4747-92c7-2aa91c0fc528,HICF,HICF649,OX32_Ecol
818,5ed9bf54-f8c0-4218-b324-c0e60f94bbdf,OXFORD,X41353,OX319_Ecol
819,5f14941c-3e90-4c4e-b455-7a4431019d74,APHA,MSG11-C09,OX404_Ecol
820,5f256edb-b867-416b-981f-b8896af4b472,OXFORD,L18166,OX274_Ecol
821,5f2de27f-75df-453f-bc50-667cfa6102f6,OXFORD,L2207,OX290_Ecol
822,5f3cc6c5-8b46-4d3a-b484-5b0467bedecb,APHA,MSG25-C13,OX406_Ecol
823,5f4f8767-db03-44fc-8206-5145841fb7c1,OXFORD,L38592,OX1366_Ecol_Oxf_BLC
824,5f6eabac-3cba-4b6c-a6d9-1cf8b54a250c,APHA,MSG13-C10,OX405_Ecol
825,5f923c20-cf48-454d-bcb8-4ea61833370a,OXFORD,L39836,OX1366_Ecol_Oxf_BLC
826,5f95d5eb-66a2-4f1e-9ca2-58f39798cafa,APHA,MSG33-C12,OX407_Ecol
827,5faef3b3-6854-443d-a8ec-682384e640eb,OXFORD,L68739,OX1364_Ecol_Oxf_BLC
829,5fcc7bd4-da81-4076-91e6-5ca04d82cd17,OXFORD,L35133,OX299_Ecol
833,6080f144-06c2-4db2-b1f7-97680b73d6e4,HICF,HICF99_I1_E1,361_Ecol_batch15
834,608b3512-2eb0-4c49-be5a-d2b9fb1b02fd,APHA,MSG08-C11,OX404_Ecol
836,60db4db5-61a3-49ba-b49e-25592c3d9707,OXFORD,L20428,OX291_Ecol
837,60e75cf9-7121-4b07-80a6-bba27f8722dd,OXFORD,L70566,OX289_Ecol
838,61132e2c-bdbd-4128-b603-0e89757ecd04,OXFORD,L15886,OX274_Ecol
839,61182181-8919-4c96-b877-6a1b4cefcc5e,OXFORD,L75470,OX1364_Ecol_Oxf_BLC
840,611ebba3-0579-4573-811a-58b02ded81c3,OXFORD,L37370,OX274_Ecol
842,619fc03c-243b-44cd-89d6-5b01e00a7bbb,APHA,MSG17-C18,OX405_Ecol
843,61bc22e4-4564-4982-bf21-f05f1d1495ee,APHA,MSG01-C06,OX405_Ecol
844,61be1d34-3396-4d6a-afd3-f5b2ac9dee84,OXFORD,L19405,OX300_Ecol
845,61c25921-e142-444f-8547-ac7055f95005,HICF,HICF237_I1_E1,362_Mixd_batch35
846,61c5beb1-e6f7-4924-9656-02dca2e3f706,OXFORD,L11215,OX1365_Ecol_Oxf_BLC
847,61e4f14d-67c0-45b6-a2b4-31aac08457c0,APHA,MSG23-C03,OX406_Ecol
848,6202df18-a4a6-4523-8ce6-7582ecbaa1de,HICF,HICF150_I1_E1,361_Ecol_batch15
849,624ce1ac-dd85-454a-b797-50faeffae43b,APHA,MSG20-C08,OX405_Ecol
850,625e939e-1179-44fa-a02f-ffd3f640154e,OXFORD,L38427,OX299_Ecol
851,6278d798-5d7f-4e3b-8976-58bd09f07644,OXFORD,L40107_2,OX1357_Ecol_Oxf_BLC
852,6294f52e-f628-4708-b129-f3b248d61a01,OXFORD,L30785,OX299_Ecol
853,63392671-e015-4c46-bbf7-2d1168d55854,OXFORD,L18033,OX291_Ecol
854,6389ff69-b454-4160-9290-9c7817a814c7,OXFORD,L24144,OX300_Ecol
855,63a0a2ce-50c3-4b6c-85be-fbf41f565cbf,APHA,MSG27-C15,OX406_Ecol
856,63ca593e-d4d9-4a67-9db1-da3e17007e0c,OXFORD,L21229,OX274_Ecol
857,63cb94c6-50e2-4fbc-bde8-32f9b3efe181,OXFORD,L36288,OX1366_Ecol_Oxf_BLC
859,63e22122-4fd3-4190-ba5b-b271e29ae0a8,OXFORD,L67610,OX289_Ecol
860,63f1ce13-177c-4fd8-b3a5-338810b710aa,OXFORD,L2961,OX291_Ecol
862,649f0681-e187-4a98-80f5-cce8bbeb9abe,OXFORD,L90336,OX1365_Ecol_Oxf_BLC
863,64a7f152-3296-411f-a835-5c010a0440c4,HICF,HICF584_I1_E1,375_Mixd_batch37
865,64beed8b-3ac9-4ae7-9563-081e72a9f27d,OXFORD,L99472,OX280_Ecol
866,64bff16e-e269-44a5-b318-94f724d548bc,OXFORD,L25502,OX1366_Ecol_Oxf_BLC
867,64c36376-d245-4af5-a674-e6921a801ea9,HICF,HICF909,OX59_MIXED
868,64f69032-292e-4521-aea8-1f9839ca3ecd,HICF,HICF869,OX58_MIXED
870,64fa5b77-3ae3-4f52-bdd2-bd2ec29bba26,HICF,HICF8_I1_E1,374_Mixd_batch36
872,6528329d-2057-432e-bf0e-146fd569a392,OXFORD,L33903,OX274_Ecol
873,65380db0-9a7f-4631-846f-b95a2b2a7e7f,OXFORD,L35965,OX1366_Ecol_Oxf_BLC
874,653a4f5d-c68b-4153-b5de-3fab90cc4675,OXFORD,H30527,OX291_Ecol
875,6544a416-0124-48ed-bdea-5a52c34ca281,APHA,MSG51-C07,OX410_Ecol
877,65628ba2-52cf-4c78-8aea-9da5f4ae48e5,OXFORD,L80328_1,OX1364_Ecol_Oxf_BLC
878,657ecffb-a724-4070-8f5b-4678947967b7,HICF,HICF686,OX32_Ecol
879,65a15634-d28c-43dd-96fa-b870c0aaeaf2,OXFORD,L27367,OX1366_Ecol_Oxf_BLC
880,65c8f0b3-b45f-4689-a637-66907197f8a9,OXFORD,L20198,OX1365_Ecol_Oxf_BLC
882,65f781cf-c89f-44ab-97c7-e2cb4773bf4b,OXFORD,S47820,OX319_Ecol
883,65fa7596-29a6-4b68-9e1f-7fd1971005b4,OXFORD,L71939,OX289_Ecol
884,66326c3e-3bea-4d94-b718-4793ab68bd94,OXFORD,L23382,OX300_Ecol
885,664112dc-da2b-4407-a26c-0ee507607fe9,OXFORD,L58488,OX1364_Ecol_Oxf_BLC
887,665415b1-ee72-40c8-8e3b-65e43f70e7fc,OXFORD,L19358_ec3,OX291_Ecol
888,66678e54-9b6a-4217-8065-b983d7d7e3ea,APHA,MSG23-C16,OX406_Ecol
889,66711c3f-4b8d-411f-a5fb-66a445d1de34,OXFORD,S50555,OX300_Ecol
890,66d3da7e-8763-4c1d-85d5-d6dd1d27eb58,APHA,MSG04-C08,OX404_Ecol
891,66f860ea-4c61-42a9-99a4-798f6f279562,OXFORD,L88923,OX280_Ecol
892,66fd7136-17e8-4a6e-8746-de1713b8b71a,HICF,HICF899,OX59_MIXED
894,6715d111-65e7-44e2-a3f3-c6abcfbfffb6,OXFORD,L24566,OX1366_Ecol_Oxf_BLC
895,67188316-9c31-48a3-b828-0dc5a7825a45,OXFORD,L9258,OX291_Ecol
897,6720ec6f-98b8-4c7b-9a5d-a765cfd3028a,OXFORD,L56189,OX1364_Ecol_Oxf_BLC
899,6784c840-d976-451a-bee6-e62f5d217f68,HICF,HICF623,OX32_Ecol
900,67a8477b-14d4-4d6e-b1a8-c26ee15e7fc8,OXFORD,L42015,OX1366_Ecol_Oxf_BLC
901,67b764f2-c551-46ae-8c41-2fbf655c7025,OXFORD,H13175,OX319_Ecol
902,67c4fadc-d6b9-4ecf-a7e2-d82667530917,OXFORD,L16176,OX291_Ecol
903,67d7e8e7-bf8c-4dae-b53a-aadec27d07bf,OXFORD,L29723,OX290_Ecol
905,6811ffce-33be-42ff-886a-dc2272051fb2,OXFORD,L97980,OX280_Ecol
906,6823d9d5-4f27-4fa4-900c-be699aaa0dd5,OXFORD,L24609,OX300_Ecol
907,682e316d-5c76-49ab-a3d9-8af89218230b,OXFORD,L5459,OX1365_Ecol_Oxf_BLC
908,6837f85f-81e4-4ed5-a609-bf99eaddb815,HICF,HICF888,OX59_MIXED
909,686ff7b5-4b64-4d24-9395-1c9932d4c0de,OXFORD,L32961,OX274_Ecol
910,687ac83d-7598-4553-bfa8-062a1e30bb07,OXFORD,L28562,OX300_Ecol
911,689fff13-f52d-418f-9ec9-5eb57b7de009,OXFORD,L74802,OX1364_Ecol_Oxf_BLC
912,68aadd76-ede4-41bd-b0f0-256fc8852f93,OXFORD,L33397,OX1366_Ecol_Oxf_BLC
913,68b2d752-a518-4ac7-a55c-2aaf073835fb,OXFORD,L48045,OX1357_Ecol_Oxf_BLC
914,68e95358-63c0-499b-b427-627fdceeda21,OXFORD,W15072,OX319_Ecol
917,6919c147-328a-4a28-95cf-1e3596e91500,OXFORD,X44597,OX300_Ecol
919,695a1546-2664-46f8-be08-d824a959cd4c,OXFORD,L8076,OX280_Ecol
920,698a6373-07d0-4bc0-a344-db78309ce044,APHA,MSG24-C21,OX406_Ecol
923,69ddfd2d-0386-4bc5-bd54-00c694cb36ac,OXFORD,W33270,OX299_Ecol
924,69e9f8be-b968-4f83-a1b3-c9778811c2a6,OXFORD,L95286,OX280_Ecol
926,6a56c663-642c-4cbb-b1e6-14879b47fd82,OXFORD,L37382,OX290_Ecol
927,6a5c9b87-e55a-465a-8fb3-c2e084ffb4d4,OXFORD,L69636,OX289_Ecol
928,6a5ef212-0c9a-4f6f-8384-54bde3ef0b5b,OXFORD,L80083,OX289_Ecol
929,6a79e9e5-7ed8-4e89-bc62-62eac1269c27,APHA,MSG42-C08,OX408_Ecol
930,6a7f1f62-0fbd-48de-a515-77c02bad58ce,APHA,MSG33-C17,OX407_Ecol
931,6a8a5982-af87-4363-beaa-f4184460f54d,OXFORD,L34872,OX299_Ecol
933,6ac37560-d447-4df5-a24d-2e92ccb285d8,HICF,HICF204_I1_E1,362_Mixd_batch35
934,6ad22bd4-5505-42e5-8608-e37fd87dc54d,APHA,MSG15-C18,OX404_Ecol
936,6adf8b17-1dd1-45a4-8bc4-400e837d2b0c,HICF,HICF599,OX32_Ecol
937,6aed59cd-df99-47a9-8921-c8de7e828104,APHA,MSG26-C16,OX406_Ecol
939,6b07e5eb-f18e-4ee3-975b-0c2e11d634d2,OXFORD,L31178,OX299_Ecol
940,6b335370-8663-492d-923a-ddbc44b90a88,OXFORD,L42243,OX274_Ecol
941,6b7b26d1-3bb6-482e-afec-d811b865bd5f,HICF,HICF846,OX58_MIXED
942,6b8df73a-4d5f-4826-a5ef-49e69fa44a49,OXFORD,L49047,OX290_Ecol
943,6b9a233e-a8c9-4836-9f29-34d527ef1c54,OXFORD,L32787,OX299_Ecol
944,6bae9c4f-8396-4115-bda8-df11893af21e,OXFORD,L23879,OX300_Ecol
945,6bb97028-eff6-4c3d-b885-e95a33d4ea99,APHA,MSG05-C11,OX1173_ECOL_APHA_Molsig
946,6bce7cb6-2704-4cb7-80c6-0b90faf8bcfc,OXFORD,L1750,OX1365_Ecol_Oxf_BLC
947,6bd75e35-9437-4ba2-bad6-9b8c9a4822ba,OXFORD,L85393,OX280_Ecol
948,6bfca6d0-4e35-45ef-8e0f-a8e2e38cf5df,OXFORD,L17718,OX291_Ecol
950,6c30aedb-36d6-4b52-92e0-2cc71bf916c7,APHA,MSG09-C08,OX404_Ecol
951,6c58adc4-da7f-4e7b-94df-43acb9e26020,APHA,MSG36-C11,OX407_Ecol
953,6c7fb8bf-5035-4607-844c-2153aa37fd19,APHA,MSG01-C08,OX405_Ecol
954,6c85c450-8b47-4820-a02c-20757572352c,APHA,MSG23-C10,OX406_Ecol
955,6c92bc0d-b448-4603-a071-3d27c6069d6d,APHA,MSG01-C03,OX404_Ecol
956,6c98be47-4082-49bd-ad74-9b6fb8411987,OXFORD,L39656,OX290_Ecol
957,6cb38a69-1245-4a44-b97a-2994ce7a7dbd,OXFORD,L89530,OX280_Ecol
958,6cc7b336-a2bf-4e55-8051-109b9f2fa840,OXFORD,L24973,OX300_Ecol
959,6d3d68f2-9693-428d-820d-89e34c08cf9e,APHA,MSG08-C07,OX404_Ecol
960,6d4a4467-6a5a-4e9e-9f86-8b000d62fd1c,OXFORD,L17794,OX1365_Ecol_Oxf_BLC
962,6d6bb9fd-40ea-4676-96f6-6cfa0f4cc73b,APHA,MSG17-C08,OX405_Ecol
963,6d6c1046-41ac-401f-b740-274febbe3215,HICF,HICF221_I1_E1,362_Mixd_batch35
964,6dcccad9-71d4-4f8c-b0f0-0b9c08d633a5,OXFORD,L17662,OX274_Ecol
966,6e29c090-ec6a-4a6b-ba22-dceddc1eb0be,OXFORD,L68576,OX289_Ecol
967,6e35bdf1-9349-4d03-94f8-f7d8a9ceb03c,OXFORD,L56620,OX289_Ecol
968,6e565f76-efe2-43f1-a221-675fcd3fab3d,HICF,HICF683,OX32_Ecol
969,6e7cf15c-7591-441c-8465-aeda3e4dc8b0,OXFORD,L41422,OX299_Ecol
970,6ebe24a5-f156-4486-acc1-1f7ac197fcd7,OXFORD,L22365,OX300_Ecol
971,6eeaece7-850c-4c69-a144-ce682855d898,HICF,HICF211_I1_E1,362_Mixd_batch35
973,6f1bd61a-d219-4b18-9dbc-bed99634a420,OXFORD,F61975,OX1366_Ecol_Oxf_BLC
974,6f261171-af48-46f2-8c7e-3f2f52137b6c,OXFORD,X47571,OX291_Ecol
975,6f579d23-c636-41d4-af4e-2ca6dec6bc20,OXFORD,L31992,OX274_Ecol
976,6fa15340-820a-45c4-b6f7-8fb4f9d5ef35,HICF,HICF891,OX59_MIXED
977,6fe17ed2-47ba-4013-9119-aaa0215a7816,OXFORD,L17449,OX291_Ecol
978,7005c3ec-8baf-4e3c-b479-c94710ce953a,OXFORD,L40107,OX274_Ecol
979,70100926-e514-4a93-b45d-a1290216bc84,OXFORD,L41737,OX1366_Ecol_Oxf_BLC
980,7028c304-70ae-4a4f-b33e-0caf01c57287,APHA,MSG57-C05,OX1173_ECOL_APHA_Molsig
981,7045c898-3ca4-4120-a158-433dfa80d9c5,HICF,HICF827,OX58_MIXED
982,706b311b-cca9-4f53-95cb-efbd5e0df2cf,OXFORD,L47951,OX291_Ecol
985,70b51944-8165-4398-bfb1-df3f0965b972,OXFORD,L43106,OX274_Ecol
986,70e0b131-cace-484b-a2dd-ac142a33f48b,APHA,MSG31-C15,OX407_Ecol
987,70f510f9-d269-44c7-b48f-efc27a571826,APHA,MSG18-C12,OX404_Ecol
989,71337186-4271-44aa-90ed-cb12d802ae94,OXFORD,F33435,OX290_Ecol
990,71ca89cf-8f3f-4a27-80e3-83a5e800c463,OXFORD,T74632,OX289_Ecol
992,7220c7fc-a3be-4f7e-9253-bd6587f30fd1,OXFORD,L71785,OX1364_Ecol_Oxf_BLC
993,7263d47a-176d-43b1-b7e1-dd52207b467e,OXFORD,L13232,OX319_Ecol
995,729532cc-8095-4666-9cc5-57dbb9f9ff43,HICF,HICF883,OX59_MIXED
996,72c92907-0b96-4eae-9f74-a212e820b80c,APHA,MSG31-C08,OX407_Ecol
997,72eda407-1e24-49a5-832e-ef5c3f921bd1,OXFORD,L70594,OX289_Ecol
998,72efb662-7836-40d1-b99a-e9973097c0fe,OXFORD,L85635,OX1364_Ecol_Oxf_BLC
999,72fc03ce-dddc-4d96-b569-cbe236b7f5df,OXFORD,L38797,OX299_Ecol
1000,734368c5-399a-4d1b-9016-ab759595f06a,OXFORD,F14605,OX300_Ecol
1001,7369fbba-b66f-4eda-aabd-957868f619b0,OXFORD,L22269,OX274_Ecol
1002,73857c88-ca06-4518-9610-6c7b33057b8f,APHA,MSG19-C11,OX405_Ecol
1003,73c63345-bfa5-4b27-8f12-3995ff379097,HICF,HICF839,OX58_MIXED
1004,73e63f6f-9e5d-4768-a47c-220ae59a19fb,OXFORD,L74136,OX289_Ecol
1005,73fa7473-97cf-4f11-9837-f5b4ae26601c,APHA,MSG24-C11,OX406_Ecol
1006,73fee226-7f46-4a0e-af30-53509937502a,HICF,HICF873,OX58_MIXED
1007,74054029-0328-4c67-b0e3-ba3460ad2799,HICF,HICF650,OX32_Ecol
1008,74494b7a-1dcc-4dc6-96c9-04cc2e86ef87,OXFORD,L82157,OX1364_Ecol_Oxf_BLC
1009,746f9d76-87f0-430a-ba86-918dbd2c9bc0,OXFORD,L6407,OX280_Ecol
1010,747879e2-080f-4212-90d6-3ba16a3f76b4,OXFORD,L97999,OX1365_Ecol_Oxf_BLC
1011,74d6b50f-5310-4607-bb8d-53e0bd25ed48,OXFORD,L24930,OX1366_Ecol_Oxf_BLC
1012,74faaba2-f86c-4787-a63b-7b352b39ac0b,OXFORD,L92992,OX1365_Ecol_Oxf_BLC
1013,74fe77cd-8c10-4371-a403-3482a7100df3,APHA,MSG35-C11,OX407_Ecol
1017,753541d4-1859-430f-b9ce-2d3b21fc5dae,APHA,MSG11-C14,OX404_Ecol
1019,75406678-4ccc-42ae-8d38-679c4a89c88d,OXFORD,L25077,OX300_Ecol
1020,75407a3b-87ae-4e94-b7b9-315d2692bed6,OXFORD,L37918,OX299_Ecol
1021,75901939-1716-4413-8d15-fb4a8bf1b2a9,APHA,MSG51-C13,OX410_Ecol
1024,761eff7e-869e-4e50-bda1-864661a5552e,OXFORD,T40709,OX319_Ecol
1026,76619cfe-a3e7-49c1-a86d-9cd8373a3801,OXFORD,L65728,OX289_Ecol
1027,7665378a-e646-42ba-b66b-9540ffddb558,HICF,HICF616,OX32_Ecol
1028,767a2f66-1b21-4e44-a8a5-267e909654f6,OXFORD,L31156,OX274_Ecol
1029,768bc960-1733-4416-a86b-287bf968547e,OXFORD,L36787,OX274_Ecol
1031,76a1f80d-5f2d-4627-9c6b-378c1300a54b,OXFORD,L30065,OX299_Ecol
1032,76a348c0-a385-4932-9bab-b2ad03358420,OXFORD,L23824,OX290_Ecol
1034,76c50f13-d19a-41ef-b091-14a4f8a7237d,OXFORD,L50177,OX290_Ecol
1035,76d3eb2c-06ed-49e5-ad07-177c9d044b40,HICF,HICF879,OX58_MIXED
1036,76d9ddbd-c141-43d6-8493-de5bab1df2ab,OXFORD,S53652,OX299_Ecol
1037,76df8ea7-94c9-4820-bbc5-bd18c7976c09,OXFORD,X46904,OX299_Ecol
1038,76f3566a-fcaa-449d-91bc-db17557224f5,APHA,MSG38-C04,OX408_Ecol
1041,773ea4cf-9f40-4efb-8028-d01de575ed5a,APHA,MSG05-C09,OX404_Ecol
1043,77785c34-cb61-45a2-b585-d65c202b0a3f,HICF,HICF137_I1_E1,361_Ecol_batch15
1044,778e6cc9-2f79-4712-bbdd-e0fa9fda8ad7,OXFORD,L70178,OX1364_Ecol_Oxf_BLC
1045,77a2a708-26ce-4a8c-aac3-27ae6aec83f1,OXFORD,L53693,OX1364_Ecol_Oxf_BLC
1046,77c349f7-9856-40da-992f-24e29c376f70,HICF,HICF825,OX58_MIXED
1047,77fd81bc-f6c1-4e6b-ba80-c84279dbcdbe,OXFORD,H48076,OX280_Ecol
1048,780b246b-5877-4dfc-9c70-d9097d988085,HICF,HICF813,OX58_MIXED
1050,78586e32-254f-421f-8bc4-5c0337057d7f,OXFORD,H35784,OX290_Ecol
1051,785c62cd-da53-431f-9fe2-684b24ab2a20,OXFORD,L37404,OX290_Ecol
1053,787df2e1-cff7-4ba2-8173-9313b3925e0d,APHA,MSG51-C14,OX410_Ecol
1054,78c5aa19-3b4f-4bc6-9052-4125f4184d75,HICF,HICF47_I1_E1,361_Ecol_batch15
1055,78d0d669-cc28-4e48-be37-05600f92b417,OXFORD,L11029,OX291_Ecol
1058,792f7021-3e8d-44a0-a0bd-1820879ceac3,OXFORD,L12494,OX291_Ecol
