,guuid,source,sampleid,plate_code
1382,9ce1c22c-2c72-4e6e-8ada-11f9d954fd04,APHA,MSG12-C18_r,OX405_Ecol
1385,9d2b328f-be09-46eb-bd31-33ea0401b3c6,OXFORD,L65815,OX1364_Ecol_Oxf_BLC
1386,9d2e71eb-1de6-45cf-af27-7dea4be4e55b,HICF,HICF194_I1_E1,362_Mixd_batch35
1387,9d3bc270-e701-4d98-9508-0a9d95e14f11,OXFORD,M29422,OX1364_Ecol_Oxf_BLC
1388,9db8738b-a10e-488e-9f10-462d5658f7a4,OXFORD,L3770,OX291_Ecol
1389,9e02aca4-0029-41e1-83a5-a1e63e8d5fb9,OXFORD,L52462,OX289_Ecol
1391,9e1ece91-d7e7-409f-94bf-e54cfaa4955d,APHA,MSG03-C11,OX404_Ecol
1392,9e473d8d-5002-4f28-8154-037f9559ebe8,HICF,HICF45_I1_E1,361_Ecol_batch15
1393,9e71aaf3-b5d6-4bab-98e5-01cd51f84adb,OXFORD,L96063,OX280_Ecol
1394,9e724964-929e-4ab2-8961-c7f0f0eff463,OXFORD,L68428,OX289_Ecol
1395,9e841bad-1298-49d3-95a3-22f3c3dd98d9,OXFORD,L93625,OX1365_Ecol_Oxf_BLC
1396,9ea15dbc-3af8-4a1f-ac06-39f904876134,HICF,HICF678,OX32_Ecol
1397,9ecc4ebd-e86f-4d09-b1e8-ea33c5ad0e15,OXFORD,L46291,OX1366_Ecol_Oxf_BLC
1398,9ef3d406-aaa2-479a-8b66-db30f1bef2e6,OXFORD,L19676,OX1365_Ecol_Oxf_BLC
1399,9f19bdfc-b89a-4391-b392-75cad835cc06,HICF,HICF110_I1_E1,361_Ecol_batch15
1400,9f49e5a0-6720-4214-a241-440c9fb5fb29,APHA,MSG19-C18,OX405_Ecol
1401,9f69a029-5688-4b99-8812-28826ca46a44,OXFORD,F19008,OX300_Ecol
1402,9f8db067-c04b-42c0-aa3e-4100683dcd62,OXFORD,F2281,OX320_Kpne
1403,9f942c8a-a8eb-42b7-af6a-68bacec7e7d6,OXFORD,H15706,OX300_Ecol
1405,9fbf2bb7-c4c0-42ef-8593-e697ae82ae1d,OXFORD,X44457,OX300_Ecol
1406,9ff61dbd-b35d-4e6d-a7fb-6712fe4b0e73,APHA,MSG55-C16,OX1173_ECOL_APHA_Molsig
1407,a00aa380-43ef-4f6d-83e1-f245b46876a0,OXFORD,Z29356,OX299_Ecol
1408,a012d392-831e-4376-8fa7-bba812ffc828,APHA,MSG09-C11,OX404_Ecol
1409,a021c9b7-89bd-48c0-bbe6-8e3b028aa15f,HICF,HICF89_I1_E1,361_Ecol_batch15
1410,a03958f9-e325-4134-a499-c75ca1190cce,OXFORD,L22300,OX274_Ecol
1411,a06fecf4-ab6c-416a-978a-6f53e2cf1b84,HICF,HICF85_I1_E1,374_Mixd_batch36
1413,a0b33e92-c0a6-40a4-8544-4b008bd21164,OXFORD,L27011,OX300_Ecol
1416,a0f077e1-0a70-45ce-b2c4-d99a0f948ab8,OXFORD,L71492,OX1364_Ecol_Oxf_BLC
1417,a0f9a23e-c83e-4acc-ae06-d48a462dcaf0,OXFORD,L95687,OX1365_Ecol_Oxf_BLC
1418,a104579c-1b70-43da-9596-cf915be8fd45,APHA,MSG54-C05,OX410_Ecol
1419,a109ce30-0477-4f57-8ea8-b946ff3172e3,APHA,MSG16-C13,OX404_Ecol
1420,a11b9ba5-dcdc-49b4-8205-10fad6fc0f86,APHA,MSG20-C09,OX406_Ecol
1421,a12a21c5-1e51-4ada-a052-dea7d0ac4023,APHA,MSG42-C07,OX408_Ecol
1422,a144e306-e156-4df0-b352-f9484a2fd997,OXFORD,X47167,OX299_Ecol
1423,a171a302-1c3d-4c2d-890a-bdcbb84dd2e8,APHA,MSG46-C17,OX410_Ecol
1424,a1734ea4-5cc0-4f33-b01e-3816e3127d82,APHA,MSG21-C16,OX406_Ecol
1427,a19713e0-82b5-491d-bd94-0d7941ec4387,HICF,HICF19_I1_E1,374_Mixd_batch36
1428,a1d57f3b-1fbe-4c0f-a12b-472c8d049957,OXFORD,L14578,OX319_Ecol
1429,a1f6914a-ee99-4404-9179-643ea06ed242,OXFORD,L67402,OX1364_Ecol_Oxf_BLC
1431,a20f34ce-ea7b-4a80-ab66-4fb5c649f07a,OXFORD,L19312,OX300_Ecol
1432,a22169f2-8bec-4e0d-8367-4a9902778136,OXFORD,W30971,OX300_Ecol
1433,a226ebde-5a0c-428a-a09b-78bfdb83cdd2,APHA,MSG22-C18,OX406_Ecol
1434,a228c4ae-9054-411d-9f03-49ea2bd3e99b,APHA,MSG18-C18,OX405_Ecol
1435,a22af7e5-0e65-48ac-8543-4cd5c2b426ed,OXFORD,L12218,OX319_Ecol
1436,a2883541-cd94-4024-bc3b-26b903faeb07,OXFORD,L35169,OX290_Ecol
1437,a2a73ec4-6d17-4e62-a70f-d5a4a457ceb9,APHA,MSG18-C10,OX405_Ecol
1438,a2b44481-0418-41b7-ae85-c48acb4442e9,OXFORD,L16526,OX319_Ecol
1441,a2dee48c-2577-4a1b-842b-9115b4647f2d,APHA,MSG10-C16,OX404_Ecol
1442,a32da900-67af-463f-8a4f-80a6edd3b5ac,APHA,MSG19-C14,OX405_Ecol
1443,a3552b59-8d67-4825-b72e-309198d9ab09,APHA,MSG46-C05,OX410_Ecol
1444,a3925e44-8937-495c-bbbc-809ef00e447f,HICF,HICF642,OX32_Ecol
1445,a3a106ef-c4d4-40b9-9d8d-6e13fd2cfdf0,APHA,MSG12-C10,OX405_Ecol
1446,a3bd86ea-6827-46cd-a75b-c9aa706a1c77,APHA,MSG39-C11,OX408_Ecol
1447,a3c98162-1503-44a0-87bd-dc2ce86260c7,HICF,HICF28_I1_E1,374_Mixd_batch36
1448,a3e198f1-f4ab-4cc5-b932-517e0a4c0710,OXFORD,L77869,OX289_Ecol
1449,a3e3b6c4-86eb-471a-bc53-d85b7b1fbd7a,OXFORD,L11411,OX319_Ecol
1450,a3f8a6e5-a499-48aa-bae8-00bde19aedc6,OXFORD,X40226,OX319_Ecol
1452,a43d5e84-3063-46b2-be3a-1f51314f74bb,OXFORD,L69723_ec1,OX289_Ecol
1454,a49fc1b9-58aa-4c6a-b48a-ccf6daede7ef,OXFORD,T39859,OX319_Ecol
1455,a4b60cd2-06ab-4624-99db-4fff26df5829,OXFORD,L19086,OX1365_Ecol_Oxf_BLC
1456,a4f01ae8-aeee-41ff-8277-095eaf6b0fb7,OXFORD,L49232,OX291_Ecol
1457,a4f4ffe4-d8c8-4596-9de7-5eda62fec790,HICF,HICF143_I1_E1,361_Ecol_batch15
1459,a5710097-8689-45e1-94a4-4af18d6da530,HICF,HICF661,OX32_Ecol
1461,a59e2a54-c780-49df-8251-ea14bc56523b,APHA,MSG25-C05,OX405_Ecol
1466,a5d87af4-1e2c-4e25-a749-a93de6b7abbf,HICF,HICF860,OX58_MIXED
1467,a5e491dd-deec-424c-9baf-d86dcdab4d72,HICF,HICF602,OX32_Ecol
1469,a60a18ae-dafc-4d30-83d2-e36b8d3b1253,APHA,MSG35-C07,OX407_Ecol
1470,a651dde7-4def-45dc-be1b-f0ee332c775e,OXFORD,M76056,OX300_Ecol
1471,a669e7d6-abd9-423b-9800-cc18f7a81032,OXFORD,L90137,OX1365_Ecol_Oxf_BLC
1472,a6761e11-4f96-438f-8b0b-ea55b5108131,OXFORD,L20454,OX291_Ecol
1473,a696fd3a-e666-469a-ae50-864a6481c045,OXFORD,L97269,OX280_Ecol
1474,a6e8701f-8ce1-48e7-8c02-13bb02c22483,HICF,HICF812,OX58_MIXED
1475,a730e912-6990-4152-b024-5adb25ff6aa6,OXFORD,L62004,OX289_Ecol
1476,a749c9fa-eae3-46c4-9ff3-be3cee97a274,OXFORD,L4790,OX291_Ecol
1477,a7a03c8f-4978-4e12-9c21-3ed09fa05047,HICF,HICF169_I1_E1,361_Ecol_batch15
1479,a7f0cac3-09c4-4951-90b9-507938e8235d,OXFORD,L78033,OX1364_Ecol_Oxf_BLC
1480,a839437e-c49f-4351-a1a8-125491471ca4,OXFORD,L37981,OX1366_Ecol_Oxf_BLC
1481,a8482485-ed17-45b3-b687-1fd534c5ba2f,HICF,HICF838,OX58_MIXED
1482,a8579f8a-850e-4503-99bd-6bb1a4714a87,HICF,HICF59_I1_E1,374_Mixd_batch36
1483,a861d97b-c213-4244-a416-44e22c2c7e6b,APHA,MSG25-C03,OX406_Ecol
1485,a89864e9-db67-428f-a98f-e2fbf3b84d2a,APHA,MSG53-C02,OX410_Ecol
1487,a8dab80f-0835-43ef-9d20-343dd32c1766,APHA,MSG43-C01,OX408_Ecol
1488,a925a25c-7db7-4df5-8111-992d0a1ced72,OXFORD,L10091,OX319_Ecol
1489,a9370c67-d9fd-414d-b358-9b82a7d82879,APHA,MSG08-C13,OX404_Ecol
1490,a9566ad2-f398-4549-a52f-2d6e50c8bdf6,OXFORD,L31515,OX290_Ecol
1491,a97de8d5-aba0-4fb1-88ea-b0bf7cde2814,APHA,MSG56-C15,OX1173_ECOL_APHA_Molsig
1492,a9a2fa2b-bffb-441f-98e4-6df5ea95fc6e,APHA,MSG19-C23,OX405_Ecol
1493,a9acb058-d664-4cd2-a9ed-f39644295ccd,APHA,MSG40-C17,OX408_Ecol
1494,a9b8c874-3a3f-4166-93ae-2ec9f53b020e,OXFORD,L80591,OX289_Ecol
1495,a9c5daa7-95dd-4ecb-aad1-c21e42e461b0,OXFORD,H40174,OX290_Ecol
1496,a9c69492-a462-4853-baaf-0adb0b2bc9cf,APHA,MSG52-C14,OX410_Ecol
1497,a9eff813-902a-4672-a311-43e26851a0ec,OXFORD,L9166,OX320_Kpne
1498,aa0d4f90-e697-42b0-881b-2a1ff697d3f3,OXFORD,S54708,OX291_Ecol
1499,aa1e08dd-bf3e-453c-a1cb-9517be6c4a18,APHA,MSG24-C19,OX406_Ecol
1500,aa2b5d36-aa94-4b6a-9a9f-d1c6efd1b696,OXFORD,F36682,OX289_Ecol
1501,aa4a28d0-b7e7-44dc-81ff-46f2c02f02e7,OXFORD,L13893,OX319_Ecol
1502,aa638f15-2195-4e96-8976-82ae8616c53e,OXFORD,L37364,OX1366_Ecol_Oxf_BLC
1504,aa7c6b2c-bff4-4b78-9bcc-bede73f0cb57,HICF,HICF669,OX32_Ecol
1505,aa7c6c04-7e8e-44d7-bc44-a6537933e598,APHA,MSG03-C04,OX405_Ecol
1507,aaa214ea-56e1-4d7d-bfde-22c2a0a53025,HICF,HICF15_I1_E1,374_Mixd_batch36
1508,aaa582d9-dc78-4d5f-951d-0f5b97454218,HICF,HICF165_I1_E1,361_Ecol_batch15
1509,aabe58cf-1cce-482a-8c00-741b4a92d9cb,OXFORD,L73794,OX1364_Ecol_Oxf_BLC
1510,aae159a3-0dc4-4db6-b378-ad02a96bd446,OXFORD,L17810,OX274_Ecol
1511,aaeaf575-2886-4fbe-b5db-db062079eb7f,OXFORD,L23203,OX290_Ecol
1512,ab29d761-f8f0-4db8-8e88-5e0cea59d3e0,HICF,HICF543_I1_E1,375_Mixd_batch37
1514,ab44debe-dbb7-40e9-a495-862c6fce66e3,OXFORD,L39917,OX299_Ecol
1515,ab4921a3-c2ac-40a1-b37a-696ece7d1544,APHA,MSG13-C14,OX405_Ecol
1516,ab9681c6-adb5-4f0e-b017-9ddb7744abfe,APHA,MSG39-C05,OX408_Ecol
1517,aba7f040-cd81-4ea3-a98a-089ec11f2aee,HICF,HICF857,OX58_MIXED
1520,ac17536b-0627-4bd8-a853-35ce716f908a,OXFORD,L51734,OX1364_Ecol_Oxf_BLC
1522,ac23d0e8-78f2-4ad4-9d7f-160e4275b19b,OXFORD,L21866,OX274_Ecol
1523,ac929375-0f4f-4d41-b483-46da7f67f7f9,HICF,HICF605,OX32_Ecol
1524,ace7351b-0112-4cba-a373-bd53f7e9bf4d,OXFORD,L30916,OX290_Ecol
1525,acf9e822-1a77-452a-a132-f0c72ba99f2e,HICF,HICF82_I1_E1,374_Mixd_batch36
1526,ad11b16a-666a-4b99-ba1b-759b2ebc7512,HICF,HICF66_I1_E1,361_Ecol_batch15
1527,ad3b8e34-9ae0-4fac-be6d-b3efe2c4225c,APHA,MSG11-C13,OX404_Ecol
1528,ad4e4842-c307-45c1-a6b4-eb1d4f5f6155,APHA,MSG24-C09,OX406_Ecol
1529,ad6b451b-4c81-4815-8cd2-7fa3352e1543,APHA,MSG56-C12,OX1173_ECOL_APHA_Molsig
1530,ad824020-2f08-48dc-b3e8-5d42d7756fd6,HICF,HICF682,OX32_Ecol
1531,ad899496-25c1-46f4-b414-bbb30cce29a4,APHA,MSG28-C16,OX407_Ecol
1532,ada078df-c25c-4782-a401-7d275a62fcdd,HICF,HICF138_I1_E1,361_Ecol_batch15
1533,ae027ff7-0c96-4498-8c7f-dab8f5870c90,OXFORD,L44849,OX1373_Ecol_Oxf_BLC
1537,aeb98488-05e3-451f-b29c-b308a853c628,APHA,MSG42-C10,OX408_Ecol
1538,aeb9d5e7-a1a8-47eb-aead-822723e612d0,OXFORD,L69635,OX289_Ecol
1540,aec98a21-05bb-4e13-9276-3b792f882f4c,OXFORD,L11335,OX319_Ecol
1541,aeeb649b-7d10-4680-be2b-7152deac88b4,OXFORD,L17622,OX300_Ecol
1542,aefe47c5-7773-47e8-8cef-850f67b36827,HICF,HICF241_I1_E1,362_Mixd_batch35
1543,af9ef6ff-c525-46f0-856f-c6565d3ad53f,OXFORD,L22833,OX300_Ecol
1544,afc4899c-1c3c-4724-89ce-ad6b8061c8d2,APHA,MSG26-C09,OX1173_ECOL_APHA_Molsig
1545,afc644d8-2576-4e0c-9f7a-c111f76a5e49,HICF,HICF119_I1_E1,361_Ecol_batch15
1546,afceeb92-efee-4475-b94c-a08c6d79b022,OXFORD,L26107,OX274_Ecol
1547,afcf9a22-7909-4e74-a00a-77f0fae75cae,OXFORD,L28849,OX300_Ecol
1548,afdc527d-b913-40b9-82ce-cfed0a52ec73,APHA,MSG40-C16,OX408_Ecol
1549,afeebe10-5712-4406-ae68-880af081fa78,OXFORD,X46573,OX299_Ecol
1551,b035629b-2335-4dce-8996-3ff2499aecb6,HICF,HICF149_I1_E1,361_Ecol_batch15
1552,b03eeac1-d358-4808-8547-dbad9380e5d7,APHA,MSG26-C07,OX406_Ecol
1553,b04eeca2-1525-45a2-b085-2d0cf3015205,APHA,MSG13-C12,OX404_Ecol
1554,b077d614-bd3f-4d5e-be97-53d3125a7534,OXFORD,L14471,OX319_Ecol
1555,b0964443-de31-482e-917a-5ec422bcf60c,OXFORD,L13717,OX319_Ecol
1556,b0e1135e-7db4-4fa2-9b01-5fd9e42c1a7f,HICF,HICF142_I1_E1,361_Ecol_batch15
1557,b10bd606-37fb-4123-9999-36128197e634,OXFORD,L5393,OX280_Ecol
1558,b1216cde-86e5-4195-9552-085c220b4c6f,APHA,MSG50-C16,OX410_Ecol
1560,b19c8324-3643-4a52-a615-d17931fef106,HICF,HICF50_I1_E1,361_Ecol_batch15
1561,b1a878ad-55e5-46fa-acec-9a6bd234d080,OXFORD,X42980,OX300_Ecol
1562,b1ff6ba1-d4cc-4ec0-bc97-6c0f626766c7,OXFORD,L310,OX1365_Ecol_Oxf_BLC
1563,b2084031-d958-4bf4-bef5-306294cbf66f,OXFORD,L33051,OX299_Ecol
1565,b231a131-61b9-4c72-bbfe-a5a6a6aa90a1,OXFORD,S47274,OX319_Ecol
1566,b23e51a0-4781-4735-a3e9-a446c4239a49,OXFORD,L40172,OX274_Ecol
1567,b240d96e-eee1-4948-a3aa-e91c820980b0,APHA,MSG10-C18,OX404_Ecol
1568,b268a900-3272-4c8b-9103-34bee32d43b6,HICF,HICF170_I1_E1,361_Ecol_batch15
1569,b2761493-7bc2-457e-8620-a9ce6b7f7f5f,OXFORD,L41622,OX299_Ecol
1571,b296e329-a0b1-41d4-b6e3-09f8e885011e,APHA,MSG03-C03,OX404_Ecol
1572,b2ce88bb-13b0-401a-8acc-cc66a53b01ba,OXFORD,L82765,OX289_Ecol
1573,b2d40e08-79d1-4ab8-a893-3e95d1a4bd5f,HICF,HICF48_I1_E1,361_Ecol_batch15
1574,b2d698fa-c675-4536-84d8-a2f291ff0a01,OXFORD,L17011,OX319_Ecol
1575,b2e6ba09-aa02-45b9-bdda-484ff4779e53,APHA,MSG43-C06,OX408_Ecol
1576,b2fc099e-60e2-483e-8409-23a74dd45b89,OXFORD,L16620,OX319_Ecol
1577,b3364074-1cc0-4498-8873-5fc21f55ec0e,HICF,HICF651,OX32_Ecol
1578,b37c9b83-95f8-4c36-8f92-a0a556e1424d,OXFORD,L88894,OX280_Ecol
1581,b3cbfac1-49be-4177-ac12-4d3ea9784843,HICF,HICF46_I1_E1,361_Ecol_batch15
1582,b3fd3e2f-02f8-479c-9bfd-1c1042c403f9,HICF,HICF86_I1_E1,361_Ecol_batch15
1583,b40c3cc8-4664-4937-aa72-ae8ec19edbf9,OXFORD,L25946,OX300_Ecol
1584,b414800e-173c-4e35-bc63-ad1861e7b85b,OXFORD,L82404,OX280_Ecol
1585,b4443a0e-a144-4e24-bf83-56337d1aa2f0,OXFORD,L10081,OX319_Ecol
1586,b44950c9-cae7-4085-9329-88c36a58d397,OXFORD,L21045,OX274_Ecol
1587,b455a776-5b64-4581-a7f6-b3031cd9fdd8,APHA,MSG55-C10,OX1173_ECOL_APHA_Molsig
1588,b49667fd-3c7a-4705-9d8c-2434a2015ac7,OXFORD,L43524,OX274_Ecol
1589,b4ef4965-de9a-4292-b22a-5aa00c35b0f8,APHA,MSG30-C08,OX407_Ecol
1590,b4efba02-3853-44d1-843d-3beb8e185d52,OXFORD,L18122,OX274_Ecol
1591,b4f6d8dc-5fc6-4851-8899-c48dcffdfa4d,HICF,HICF858,OX58_MIXED
1592,b509f19a-8b24-4149-96f8-fa161db98972,APHA,MSG25-C10,OX406_Ecol
1593,b513df32-d7ba-4aa3-adb9-f32451dcfc8f,APHA,MSG32-C16,OX1179_ECOL_APHA_Molsig
1595,b52f1ecd-9e12-4148-9d8c-4098a2507a2b,OXFORD,L2783,OX1365_Ecol_Oxf_BLC
1596,b5914cd3-bf76-49e6-8726-1626213d59ad,OXFORD,L27303,OX290_Ecol
1597,b5ee95da-85a2-4f00-b072-7ae890eec14b,OXFORD,L27671,OX300_Ecol
1598,b6567a90-d077-4ded-8e44-22dc2becf752,OXFORD,L41142,OX290_Ecol
1599,b682d10d-bc0f-4a1f-bc43-8d36c9dd4405,HICF,HICF166_I1_E1,361_Ecol_batch15
1600,b6a7cfac-071a-4f96-a275-ddc8f742eac8,HICF,HICF178_I1_E1,361_Ecol_batch15
1601,b6b6fe3a-e5b0-44c1-a1f4-73af5841568b,OXFORD,M23010,OX274_Ecol
1602,b6ec4d1a-a905-4b38-b51b-3cf3be153899,OXFORD,L37583,OX290_Ecol
1603,b76bab87-f599-40c1-a04c-5c608b717c75,OXFORD,L39507,OX299_Ecol
1605,b77543f5-6ece-4dbd-9a59-290b5febf406,APHA,MSG50-C07,OX410_Ecol
1606,b79a8b38-4953-4f2e-b7c6-e80653bda648,OXFORD,L36324,OX299_Ecol
1607,b7bf9d82-f509-4c8e-8c45-b8c99a97281a,APHA,MSG31-C13,OX407_Ecol
1609,b7eb0b94-05a9-46c6-bb84-68965c25930c,APHA,MSG28-C08,OX407_Ecol
1610,b7ed222a-6205-4aa6-bc9b-a3ff7149ff9c,APHA,MSG51-C16,OX410_Ecol
1612,b81ef6a9-e8d2-41d8-9174-7fda45a5fbe5,APHA,MSG02-C11,OX405_Ecol
1613,b83d7d0e-6123-43af-a74f-cb87e00123ed,OXFORD,L1031,OX290_Ecol
1615,b85a006f-9e29-4551-bcaa-6c9b1299ac75,OXFORD,L61118,OX1364_Ecol_Oxf_BLC
1616,b85a98ab-cc0a-4c8f-805a-6838d80967ef,APHA,MSG25-C17,OX406_Ecol
1618,b8765237-e7ed-4fe1-8cf0-c8c9aa676882,OXFORD,L9060,OX280_Ecol
1619,b879c11b-52c9-4a0c-8a41-9b4933b53e2a,APHA,MSG01-C07,OX404_Ecol
1620,b8ddfff0-d002-4e7c-9c8c-2ac3333a4b1c,APHA,MSG17-C01,OX405_Ecol
1621,b8f6010d-8825-4447-a505-7bf83b672a26,OXFORD,L29767,OX274_Ecol
1623,b93a2088-35c3-47bd-b3ac-b1e06aaa814a,HICF,HICF24_I1_E1,307_Mixd_batch32
1624,b971862c-3933-4bd1-a597-beb006be791e,OXFORD,L14464,OX319_Ecol
1625,ba08fc28-66d1-49c9-b85d-96d84e167f0b,OXFORD,L95770,OX280_Ecol
1626,ba0efe47-9e8d-4fa0-8b4b-f6720b5c8eb5,APHA,MSG36-C02,OX407_Ecol
1627,ba1683bd-bc11-436a-99e4-6ad05db8ede4,OXFORD,L3713,OX291_Ecol
1628,ba4fb8d7-a85b-4adc-ac5c-34005a971623,HICF,HICF881,OX59_MIXED
1629,ba8bee26-8fa9-45d8-8f59-e1103d1dfafc,OXFORD,L92994,OX280_Ecol
1630,ba92bb18-956d-48d8-a0c8-7786cbdcae54,OXFORD,L22717,OX300_Ecol
1631,bab86340-145c-4f51-854d-5b12598019b8,OXFORD,T48,OX280_Ecol
1633,bae476c0-a5af-4a85-a5a6-97b053127be8,OXFORD,L29775,OX274_Ecol
1634,baf67b9f-076a-44c9-9fff-abc70718a4e7,OXFORD,T37345,OX319_Ecol
1635,bb0b9c32-c038-4f0e-a325-8d0d7b313e01,OXFORD,L13910,OX291_Ecol
1637,bb3fce83-9f18-442c-ba9e-b414e8f0af16,OXFORD,L64772,OX1364_Ecol_Oxf_BLC
1638,bb6352b0-8ff6-4333-9343-ffcdf2f08d3b,APHA,MSG12-C07,OX404_Ecol
1640,bb77677a-0fd0-4eed-9f3e-8c6fab5b659b,HICF,HICF126_I1_E1,361_Ecol_batch15
1641,bb8e3d05-7d0a-4b95-ae24-851d74926ca0,OXFORD,L1072,OX280_Ecol
1642,bb90d13a-ae2f-49b0-a20c-17db486ef69b,OXFORD,L82109,OX280_Ecol
1643,bbc9c111-971f-43d8-b017-f12713f67efe,OXFORD,S59174,OX280_Ecol
1644,bbd903a8-3824-40df-bc18-64135dbbc935,OXFORD,L13996,OX1365_Ecol_Oxf_BLC
1645,bbf87f67-b56c-4d93-98e6-7274f66ca90b,OXFORD,L19808,OX1365_Ecol_Oxf_BLC
1646,bc390fc1-867d-4976-a6ef-d5f0f140737c,OXFORD,L69723_ec2,OX289_Ecol
1647,bc4416a3-9533-4ea7-94f9-dfc812c5603b,OXFORD,L65206,OX1364_Ecol_Oxf_BLC
1648,bc968f92-e708-4bae-8ce0-1132c624e393,APHA,MSG33-C13,OX407_Ecol
1649,bceb2c0f-c7f5-49b6-b833-c8274693ed7d,OXFORD,L5922,OX291_Ecol
1651,bd1030be-dfcf-4ce4-ab8d-56f95e25eaa8,OXFORD,M70568,OX319_Ecol
1653,bd248dc6-fa3d-4a09-b361-e704c449f031,APHA,MSG35-C18,OX407_Ecol
1655,bd3e1f54-2114-44cd-84ea-7f5dbb1ebdf7,OXFORD,L16872,OX1365_Ecol_Oxf_BLC
1657,bd749bd0-785b-4e15-84b3-caa61aa61d29,OXFORD,L3059,OX1365_Ecol_Oxf_BLC
1658,bd7cee86-bebb-489d-a4bb-9fb33d21990f,HICF,HICF887,OX59_MIXED
1659,bd9ea8fa-5505-4c96-a594-7e1d6dd6710a,OXFORD,L8364,OX320_Kpne
1660,bda385ab-92dc-406e-9678-e8bf458749e2,OXFORD,T76277,OX289_Ecol
1661,bdada405-1cf9-4a03-9fe4-21f13a29541c,OXFORD,H53071,OX274_Ecol
1662,bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,APHA,MSG36-C17,OX408_Ecol
1663,bdd9c40c-738c-48bf-b2c6-1ab4d42272c5,APHA,MSG52-C13,OX410_Ecol
1664,bde394d9-710e-4cd5-b7e5-6e6d752b69b7,APHA,MSG37-C02,OX1179_ECOL_APHA_Molsig
1665,bde71e8b-df02-4be1-b544-28aec8de7dc0,HICF,HICF152_I1_E1,361_Ecol_batch15
1666,be26f7aa-3eb3-4a87-995d-f942750bc81e,OXFORD,S46687,OX319_Ecol
1667,be60dea6-bda5-46b4-802f-eed3e33e82e0,OXFORD,L22557,OX1365_Ecol_Oxf_BLC
1668,bec1aeb7-0776-4635-9684-bc78ecf226ed,HICF,HICF31_I1_E1,307_Mixd_batch32
1669,becf0bd5-65c8-4ff6-8cbd-9c415d10b7f6,OXFORD,L83958,OX1364_Ecol_Oxf_BLC
1670,beeb5115-cc91-4d08-9edf-d040b4d3c2b2,OXFORD,L19403,OX1365_Ecol_Oxf_BLC
1671,bef32209-b3c2-4988-abfc-2b0cb9903108,APHA,MSG38-C15,OX408_Ecol
1672,bf019284-a0d8-4823-8767-917bcc06d67e,APHA,MSG18-C01,OX404_Ecol
1673,bf075408-62ac-413d-9f12-37bc36138dac,APHA,MSG27-C13,OX406_Ecol
1674,bf104c52-3163-40e8-ab65-3c50f55c00ff,APHA,MSG35-C10,OX407_Ecol
1675,bf12019c-37dd-4daa-b2a2-c7ecfa250048,HICF,HICF32_I1_E1,307_Mixd_batch32
1676,bf68c8a1-e50a-4a65-b09c-e26a239352ba,APHA,MSG50-C11,OX410_Ecol
1679,bfb8c154-337a-41fa-9e97-cd9448cee925,OXFORD,L20766,OX300_Ecol
1680,bfe47c8d-5400-42b0-9fd2-93ff698a367f,HICF,HICF218_I1_E1,362_Mixd_batch35
1681,bff5fe41-46e3-4aa8-9e38-7a4c88202736,HICF,HICF810,OX58_MIXED
1682,c003968c-04e8-4bec-ac23-832a38bd6c4c,OXFORD,H29555,OX299_Ecol
1683,c00bae1b-6c27-4a33-8aa2-f185105c29bc,OXFORD,X43612,OX300_Ecol
1684,c038da86-4368-404a-b439-629558921209,APHA,MSG27-C09,OX406_Ecol
1685,c0aed63f-b133-481f-8f8c-d8e292406b30,OXFORD,L31054,OX290_Ecol
1687,c0c0bec4-1620-47c2-a0f0-a0b80fd8039f,HICF,HICF9_I1_E1,307_Mixd_batch32
1689,c1113404-ecf9-43e8-b53b-fa7f7003169e,OXFORD,F6381,OX319_Ecol
1690,c147871b-4731-4f5c-88eb-e624713b125b,APHA,MSG52-C11,OX410_Ecol
1691,c14c0f32-2c63-4822-89a0-e913cb027c64,OXFORD,L18363,OX1365_Ecol_Oxf_BLC
1693,c1a12785-eb9a-4676-8474-40e8b77c2580,OXFORD,H64625,OX1366_Ecol_Oxf_BLC
1694,c1ad04bd-b403-4c29-aabe-3ab997316381,OXFORD,L22871,OX1366_Ecol_Oxf_BLC
1695,c1cbef4d-973d-4290-af0a-9096d355f545,APHA,MSG18-C22,OX405_Ecol
1697,c238101e-e687-42e3-9dd8-9e4940008ef1,OXFORD,L94986,OX1365_Ecol_Oxf_BLC
1698,c23c4453-e757-4493-907b-063611aa6bfa,HICF,HICF878,OX58_MIXED
1699,c24b72c0-0f14-453d-86a2-d99ab98716e9,APHA,MSG55-C14,OX1173_ECOL_APHA_Molsig
1700,c24c2789-1490-44f8-b4f3-62bd3b49b1f9,OXFORD,L67025_ec1,OX289_Ecol
1701,c272ed25-412f-42df-80f0-3f21e7969f6e,APHA,MSG02-C13,OX405_Ecol
1702,c2a87ddb-19ec-4130-bc75-6b46ef579f55,OXFORD,S49759,OX300_Ecol
1703,c2b482d7-9ec2-40e9-a5ee-8ef0ea561eb8,APHA,MSG17-C05,OX404_Ecol
1704,c2b54e3e-e1f1-49cd-880c-f9bc1301b2b3,HICF,HICF680,OX32_Ecol
1705,c2d134e0-f720-414e-82bf-d2bd30d3155a,APHA,MSG37-C12,OX408_Ecol
1706,c32badf6-f393-4630-a5bb-d0ef820733c4,OXFORD,L12222,OX291_Ecol
1707,c33ecc5e-2fba-4340-9af4-ec9dc6a5fbbc,OXFORD,H6974,OX319_Ecol
